percentage,time,cyan,magenta
0.0,0.0,0.35682663546782134,0.008958769646368459
1.0,0.140625,0.2967639830189099,0.0063186592917539594
2.0,0.28125,0.26037665043088126,0.004824714128866977
3.0,0.421875,0.311109801516633,0.0059501407313999905
4.0,0.5625,0.3254297477365622,0.005743111525391583
5.0,0.703125,0.3206673633407166,0.004443303098504734
6.0,0.84375,0.3360329365075093,0.0037061938509350325
7.0,0.984375,0.3669669724337067,0.002684327126905461
8.0,1.125,0.402017077863832,0.0021043010054815603
9.0,1.265625,0.4392373915539648,0.0024677389204676332
10.0,1.40625,0.47751349991990244,0.003260599971274541
11.0,1.546875,0.5059883263921566,0.004774858293267026
12.0,1.6875,0.5324724920950086,0.003248757490267075
13.0,1.828125,0.5647228469700534,0.001939322284602859
14.0,1.96875,0.5904713115711061,0.0022244552533030597
15.0,2.109375,0.6253821011686516,0.0026133318530847573
16.0,2.25,0.6651831653787016,0.002976101968921868
17.0,2.390625,0.7061382754027553,0.0029622172490309487
18.0,2.53125,0.7394112190188566,0.003083312234169126
19.0,2.671875,0.769514887888735,0.003417629393767204
20.0,2.8125,0.8163194284997117,0.004528955199903772
21.0,2.953125,0.8690707475177828,0.005643462597238268
22.0,3.09375,0.8791740764222533,0.0064500962259864255
23.0,3.234375,0.877443310181069,0.00762677392479489
24.0,3.375,0.8793725386569196,0.00956816550029542
25.0,3.515625,0.8916129348962583,0.012282654149418586
26.0,3.65625,0.9219861865003651,0.016241011259074
27.0,3.796875,0.9534253517929485,0.021044878646341133
28.0,3.9375,0.9640231905541745,0.027777977826418172
29.0,4.078125,0.9600370043987099,0.0359695238483642
30.0,4.21875,0.9350782317571031,0.046159889480803774
31.0,4.359375,0.8991493453619896,0.058541730189376265
32.0,4.5,0.8580435857726665,0.07330495138644098
33.0,4.640625,0.8141717015908736,0.09258079152491591
34.0,4.78125,0.731654446733839,0.10986279647354913
35.0,4.921875,0.6301234718977179,0.1275795222300138
36.0,5.0625,0.538279421141584,0.14867670438967684
37.0,5.203125,0.442211913438462,0.16984720664458294
38.0,5.34375,0.33937285573114495,0.1889316782730279
39.0,5.484375,0.2544741580756013,0.21361893503071291
40.0,5.625,0.18569390235440858,0.23967699887283084
41.0,5.765625,0.12495598491308997,0.26317786861750225
42.0,5.90625,0.0774545718183024,0.28240584275439984
43.0,6.046875,0.05405341826850714,0.2957173829423786
44.0,6.1875,0.047741885041734655,0.3115203586870464
45.0,6.328125,0.03842580084690049,0.3308611687762621
46.0,6.46875,0.03181410405247992,0.3482281716118932
47.0,6.609375,0.026743175769122593,0.36762622718348853
48.0,6.75,0.03099345085816127,0.39269389055198434
49.0,6.890625,0.04633213872442695,0.41464190711312016
50.0,7.03125,0.04675174222631539,0.41694049151483703
51.0,7.171875,0.03889039577145358,0.42818573019138656
52.0,7.3125,0.03533747968026736,0.4548037376479031
53.0,7.453125,0.031096142475418947,0.4741758670648241
54.0,7.59375,0.029865280401230886,0.4918746630574036
55.0,7.734375,0.04065306489435072,0.5135557652269799
56.0,7.875,0.04351445218981054,0.5313436736696843
57.0,8.015625,0.034474442957437006,0.5395188127362589
58.0,8.15625,0.03336801837201232,0.5452484403975411
59.0,8.296875,0.03330801907148879,0.5578632501662725
60.0,8.4375,0.02658273070555635,0.5814199435044003
61.0,8.578125,0.02463471452899087,0.5965943817143594
62.0,8.71875,0.028100885774319843,0.6012382829877865
63.0,8.859375,0.023700982378998935,0.6023277504652239
64.0,9.0,0.017602056133585557,0.6097165323336933
65.0,9.140625,0.01794700114980851,0.6226436438045498
66.0,9.28125,0.020164577083765414,0.6382350514830631
67.0,9.421875,0.02333255350888533,0.6391776197138198
68.0,9.5625,0.024227165698440516,0.6507631862439804
69.0,9.703125,0.02081665642084267,0.6793245615108546
70.0,9.84375,0.020675069458659778,0.6941482183414072
71.0,9.984375,0.02669744750905647,0.6995291215727276
72.0,10.125,0.02712905351078096,0.7111609972851067
73.0,10.265625,0.021255858713296785,0.7237763413224907
74.0,10.40625,0.022793966490177245,0.7465598401745098
75.0,10.546875,0.02751092496344771,0.7773136835668025
76.0,10.6875,0.032688954206127864,0.8033177074756558
77.0,10.828125,0.0323994369581187,0.8081769351666287
78.0,10.96875,0.026213386240459356,0.8094657589300458
79.0,11.109375,0.02191043829686539,0.8112169671414777
80.0,11.25,0.018916014284525256,0.8262445599274078
81.0,11.390625,0.017127248031925325,0.848237304381007
82.0,11.53125,0.018927938212602538,0.8577395205702781
83.0,11.671875,0.02086528218802932,0.8712099811430865
84.0,11.8125,0.016889707829241835,0.8900528688181643
85.0,11.953125,0.014602991711567554,0.8955878954506571
86.0,12.09375,0.022724339929366094,0.8929332327608106
87.0,12.234375,0.03345542462401309,0.8903289233505661
88.0,12.375,0.04331039431326492,0.9010987113299967
89.0,12.515625,0.05225962574113516,0.926277669789332
90.0,12.65625,0.06485104892799338,0.9280997227956845
91.0,12.796875,0.10365187480116723,0.8778071488343013
92.0,12.9375,0.19699147366110842,0.7709762511654703
93.0,13.078125,0.25451447589891224,0.7298414619221341
94.0,13.21875,0.29255675513613233,0.6818143898425368
95.0,13.359375,0.3370044787656141,0.5366719138172122
96.0,13.5,0.36948411374706797,0.36406531257841396
97.0,13.640625,0.37779830049416363,0.2447552729551057
98.0,13.78125,0.36302071084430676,0.15343912285292202
99.0,13.921875,0.31866956434845173,0.08036564660259357
100.0,14.0625,0.2742303280700938,0.02040000330471893
